"ID","Taxon","Observer","Source","Date","Year","Phenology","InfestedArea","GrossArea","Percent Cover","Distribution","National Ownership","County","x","y","Location Description","!Comments"
"eb4768","Spartina foliosa","Brad Olson","East Bay CNPS Rare and Unusual Plants Database","1990-01-01",1990,,,,,,,"Alameda",37.8313,-122.285,"Emeryville - Bay Bridge Toll Plaza",
"casp85","Spartina foliosa","Bowcutt and Swezy","California State Parks","1990-01-01",1990,,"x",,,,"State Government","Mendocino",38.979161,-123.702621,"Manchester SP",
"ce198","Salicornia virginica","Bob Muns","Tom Chester","1990-01-01",1990,,"x",,,,"Public Land","San Diego",32.923978,-117.250556,"Torrey Pines State Reserve",
"casp85","Salicornia virginica","Bowcutt and Swezy","California State Parks","1990-01-01",1990,,"x",,,,"State Government","Mendocino",38.979161,-123.702621,"Manchester SP",
"eb7730","Spartina foliosa","Barbara Ertter","East Bay CNPS Rare and Unusual Plants Database","1990-09-30",1990,,,,,,,"Contra Costa",38.0055,-122.362,"Pt. Pinole Rgnl Park",
"gr70","Spartina foliosa","Dean Wm. Taylor","Dean W. Taylor Herbarium Specimens","1990-10-16",1990,,"x",,,,"Public Land","Alameda",37.74056,-122.21361,"San Leandro Bay; mudflats just east of north end Oakland Airport, in San Leandro Bay Park",
"eb5994","Spartina foliosa","Barbara Ertter","East Bay CNPS Rare and Unusual Plants Database","1990-10-24",1990,,,,,,,"Contra Costa",38.0238,-122.143,"Martinez Marsh Rgnl Shoreline",
"eb5992","Spartina foliosa","CNPS Rare Plant Survey - Brad Olson, Dianne Lake, Lynne Hosley","East Bay CNPS Rare and Unusual Plants Database","1990-11-11",1990,,,,,,,"Contra Costa",38.0238,-122.143,"Martinez Marsh Rgnl Shoreline",
"eb1448","Spartina foliosa","Barbara Ertter","East Bay CNPS Rare and Unusual Plants Database","1990-11-18",1990,,,,,,,"Alameda",37.7652,-122.242,"Alameda",
"eb7731","Spartina foliosa","CNPS Rare Plant Survey - Brad Olson, Dianne Lake, etc.","East Bay CNPS Rare and Unusual Plants Database","1990-12-09",1990,,,,,,,"Alameda",37.5299,-122.092,"San Francisco Bay Wildlife Refuge: Newark Slough trail",
"eb7727","Spartina foliosa","CNPS Rare Plant Survey - Brad Olson, Dianne Lake, Barbara Ertter","East Bay CNPS Rare and Unusual Plants Database","1990-12-16",1990,,,,,,,"Contra Costa",37.9002,-122.325,"Pt. Isabel Rgnl Shoreline",
"eb4769","Spartina foliosa","CNPS Rare Plant Survey - Brad Olson, Dianne Lake","East Bay CNPS Rare and Unusual Plants Database","1990-12-16",1990,,,,,,,"Alameda",37.8313,-122.285,"Emeryville Crescent",
"eb2545","Spartina foliosa","CNPS Rare Plant Survey - Brad Olson, Barbara Ertter, Dianne Lake","East Bay CNPS Rare and Unusual Plants Database","1990-12-16",1990,,,,,,,"Alameda",37.8869,-122.298,"Albany (Shore): Buchanan Marsh, near Golden Gate Fields Racetrack",
"eb5243","Spartina foliosa","CNPS Rare Plant Survey - Brad Olson, Dianne Lake, David Bigham, etc.","East Bay CNPS Rare and Unusual Plants Database","1991-01-16",1991,,,,,,,"Alameda",37.6342,-122.149,"Hayward Marsh Rgnl Shoreline",
"eb7728","Spartina foliosa","CNPS Rare Plant Survey - Brad Olson, Dianne Lake","East Bay CNPS Rare and Unusual Plants Database","1991-07-29",1991,,,,,,,"Contra Costa",38.0055,-122.362,"Pt. Pinole Rgnl Park",
"jgr21695","Spartina foliosa","Jeff Greenhouse",,"1991-08-03",1991,,,,,,"Other / Unknown","Contra Costa",38.0238,-122.143,"Martinez Regional Shoreline",
"jgr20782","Salicornia pacifica","Jeff Greenhouse",,"1991-08-11",1991,,,,,,"Other / Unknown","Contra Costa",38.0002,-122.368,"Point Pinole Regional Shoreline",
"eb58","Spartina foliosa","CNPS Rare Plant Survey - Brad Olson, Dianne Lake, Barbara Ertter, etc.","East Bay CNPS Rare and Unusual Plants Database","1991-08-25",1991,,,,,,,"Alameda",37.7508,-122.224,"San Leandro Bay Rgnl Shoreline: Dammon Marsh",
"eb5993","Spartina foliosa","CNPS Rare Plant Survey - Brad Olson, Dianne Lake, Amy Hiss, Jeff Greenhouse, etc.","East Bay CNPS Rare and Unusual Plants Database","1991-10-06",1991,,,,,,,"Contra Costa",38.0238,-122.143,"Martinez Marsh Rgnl Shoreline: W of Marina",
"eb7729","Spartina foliosa","CNPS Rare Plant Survey - Brad Olson, Amy Hiss, Richard Wagner","East Bay CNPS Rare and Unusual Plants Database","1992-03-28",1992,,,,,,,"Contra Costa",38.0055,-122.362,"Pt. Pinole Rgnl Park",
"gr8381","Salicornia virginica","Bowler, P.A., Adrian Wolf","G.F. Hrusa checklists","1993-01-01",1993,,"x","202 Acres",,,"Public Land","Orange",33.6561,-117.854,"San Joaquin Freshwater Marsh Reserve Los Angeles Basin; Adjacent to University of California Irvine",
"casp142","Salicornia virginica","Moss Landing Marine, 1993","California State Parks","1993-01-01",1993,,"x",,,,"State Government","Santa Cruz",36.99171,-122.10623,"Wilder Ranch SP",
"gr16686","Salicornia virginica","Dean Wm. Taylor","Dean W. Taylor Herbarium Specimens","1993-07-09",1993,,"x",,,,"Other / Unknown","Yolo",38.64611,-121.77667,"3 air mi SE from Woodland, in SE quadrant of junction of Road 25 and Road 103",
"eb7726","Spartina foliosa","Barbara Ertter","East Bay CNPS Rare and Unusual Plants Database","1993-10-30",1993,,,,,,,"Contra Costa",38.0094,-122.317,"Pinole (shore): Salt Marsh",
"eb11263","Spartina foliosa","Nancy Hillyard","East Bay CNPS Rare and Unusual Plants Database","1996-01-01",1996,,,,,,,"Alameda",37.5299,-122.092,"San Francisco Bay Wildlife Refuge",
"gr13930","Salicornia virginica","Grewell, Brenda J.","G.F. Hrusa checklists","1996-01-01",1996,,"x",,,,"Private Land Trust","Solano",38.2118,-122.02,"Rush Ranch Suisun Marsh",
"ce336","Salicornia virginica","staff","National Park Service;  Species in Parks (UC Davis)","1996-01-01",1996,,"x","137 Acres",,,"Public Land","San Diego",32.671026,-117.239913,"Cabrillo National Monument",
"eb11518","Spartina foliosa","CNPS Survey - Dianne Lake, Barbara Ertter, Chris Thayer, Bruce Baeyart","East Bay CNPS Rare and Unusual Plants Database","1996-05-16",1996,,,,,,,"Contra Costa",37.9466,-122.422,"Pt. Molate, Naval Depot area",
"eb6593","Spartina foliosa","Mike Wood, Chris Rogers, Chris Thayer","East Bay CNPS Rare and Unusual Plants Database","1997-01-01",1997,,,,,,,"Contra Costa",37.9466,-122.422,"Pt Molate: Navy Fuel Depot",
"gr63","Salicornia virginica","Hrusa, G.F.","G.F. Hrusa checklists","1997-01-01",1997,,"x",,,,"Public Land","Alameda",37.81667,-122.3,"Oakland Army Base East Bay Region; Oakland Army Base spit tip at base of Bay Bridge.",
"xr331526","Spartina foliosa","Glazner, J.","G.F. Hrusa checklists","1998-01-01",1998,,,,,,,"San Diego",32.63333,-116.9,"Coastal Salt Marshes",
"casp21","Spartina foliosa","Martin, 1998","California State Parks","1998-01-01",1998,,"x",,,,"State Government","Santa Cruz",37.16591,-122.24496,"Big Basin Redwoods SP",
"xr327131","Salicornia virginica","Hrusa, G.F.","G.F. Hrusa checklists","1998-01-01",1998,,,,,,,"Solano",38.11667,-121.83333,"East Bay Region; Future site of Calpine generating plant, along Antioch-Pittsburgh Hwy, adjacent to Dow Chemical",
"xr327134","Salicornia virginica","Glazner, J.","G.F. Hrusa checklists","1998-01-01",1998,,,,,,,"San Diego",32.63333,-116.9,"Coastal Salt Marshes",
"casp90","Salicornia virginica","Fosbrink, 1998","California State Parks","1998-01-01",1998,,"x",,,,"State Government","Ventura",34.22567,-119.25884,"McGrath SB",
"casp134","Salicornia virginica","Brothers, 1998","California State Parks","1998-01-01",1998,,"x",,,,"State Government","San Diego",32.92183,-117.24965,"Torrey Pines SNR",
"jgr20765","Salicornia pacifica","Jeff Greenhouse",,"1998-04-05",1998,,,,,,"Other / Unknown","Alameda",37.4683,-121.9526,"San Francisco Bay National Wildlife Refuge, Warm Springs",
"ce63","Salicornia virginica","S Schettler, M Silberstein,  R Morgan,  D Hillyard, E Mercurio, J Griffin, P Slattery and John King.","Monterey Bay National Marine Sanctuary; De Vogelaere, A., J. Holte, M. Silberstein, M. Jacobi. 1998.","1998-04-20",1998,,"x",,,,"Public Land","Monterey",36.821767,-121.739158,"Elkhorn Slough and adjacent uplands",
"ce195","Spartina foliosa","Bob Munz","Tom Chester","1999-01-01",1999,,"x",,,,"Public Land","Orange",33.698386,-118.038396,"Bolsa Chica Marsh",
"ce195","Salicornia virginica","Bob Munz","Tom Chester","1999-01-01",1999,,"x",,,,"Public Land","Orange",33.698386,-118.038396,"Bolsa Chica Marsh",
"jgr2060","Salicornia pacifica","Jeff Greenhouse",,"1999-08-07",1999,,,,,,"Other / Unknown","Napa",38.2172,-122.293,"Fagan Marsh",
"eb8070","Spartina foliosa","Dianne Lake","East Bay CNPS Rare and Unusual Plants Database","1999-08-14",1999,,,,,,,"Contra Costa",38.0094,-122.317,"Pinole Shoreline Rgnl Park: Fishing point",
"gr7951","Spartina foliosa","Wilma Follette et al.","Marin CNPS","2000-04-04",2000,,"x",,,,"Public Land","Marin",38.1087,-122.8498,"Tomales Bay State Park, Millerton Point",
"gr7951","Salicornia virginica","Wilma Follette et al.","Marin CNPS","2000-04-04",2000,,"x",,,,"Public Land","Marin",38.1087,-122.8498,"Tomales Bay State Park, Millerton Point",
"eb11564","Spartina foliosa","Dianne Lake","East Bay CNPS Rare and Unusual Plants Database","2001-01-12",2001,,,,,,,"Contra Costa",38.0394,-122.272,"Rodeo (shore): Along edge of bay at end of Parker St. near mouth of Rodeo Creek",
"gr7952","Salicornia virginica","B. T. Shervanick, J. T. Howell, Marin CNPS","Marin CNPS","2001-03-27",2001,,"x",,,,"Public Land","Marin",38.124,-122.894,"Tomales Bay State Park",
"xr347674","Spartina alterniflora","staff","PORE Vegetation Management; SFAN; BAEDN","2001-12-13",2001,,"23.4 Square Meters","30 Square Meters","25 - 100",,"* National Park Service","Marin",38.06353082,-122.9194041,,
"xr347548","Spartina alterniflora","staff","PORE Vegetation Management; SFAN; BAEDN","2002-01-23",2002,,,"30 Square Meters","<1",,"* National Park Service","Marin",38.04622867,-122.910351,,
"gx26592","Spartina alterniflora","Patrick McIntyre","National Park Service [SFAN]","2002-03-06",2002,,,,,,"* National Park Service","Marin",38.0563285969,-122.9500969635,"From UTM 504378E 4212066N",
"gr7940","Salicornia virginica","Wilma Follette et al.","Marin CNPS","2002-03-12",2002,,"x",,,,"Public Land","Marin",38.08,-122.82,"Martinelli Ranch, GGNRA",
"GG288","Salicornia virginica","Ling He","Presidio Natural Resources","2002-06-14",2002,,"x","0.176 Acres",,,"Public Land","San Francisco",37.804899,-122.451913,"Crissy Field; Dune Swale",
"GG1","Salicornia virginica","Adam Sharron;  Ling He","Presidio Natural Resources","2002-06-20",2002,,"x","1.876 Acres",,,"Public Land","San Francisco",37.804995,-122.453196,"Crissy Field; Shell Mound",
"eb11845","Spartina foliosa","Dianne Lake","East Bay CNPS Rare and Unusual Plants Database","2002-07-30",2002,,,,,,,"Alameda",37.7508,-122.224,"San Leandro Bay, Oakland: Dammon Marsh, Martin Luther King Rgnl Shoreline",
"eb11846","Spartina foliosa","Dianne Lake","East Bay CNPS Rare and Unusual Plants Database","2002-07-30",2002,,,,,,,"Alameda",37.731,-122.227,"Bay Farm Island: Fan Marsh, Martin Luther King Rgnl Shoreline, off Doolittle Dr",
"GG624","Spartina foliosa","Sahrye Cohen","Presidio Natural Resources","2002-07-31",2002,,"x","5.537 Acres",,,"Public Land","San Francisco",37.804562,-122.456891,"Crissy Field; Tidal Wetland",
"GG624","Salicornia virginica","Sahrye Cohen","Presidio Natural Resources","2002-07-31",2002,,"x","5.537 Acres",,,"Public Land","San Francisco",37.804562,-122.456891,"Crissy Field; Tidal Wetland",
"eb14751","Spartina foliosa","Dianne Lake and Laura Hanson ","East Bay CNPS Rare and Unusual Plants Database","2002-08-30",2002,,,,,,,"Contra Costa",38.0535,-122.07,"Pt. Edith Recreation Area: E side of small point about 500 ft. E of Tosco pier",
"xr19144","Salicornia virginica","Franco Folini",,"2002-10-06",2002,,,,,,,"Santa Clara",37.46278,-122.1150131,"Close to the loop of the Bay Trail",
"xr19147","Salicornia virginica","Franco Folini",,"2002-10-13",2002,,,,,,,"Alameda",37.6805992,-122.1732025,"Bay Trail between Hayward and San Leandro",
"gr11606","Salicornia virginica","T Chester, J Strong","Tom Chester","2003-01-01",2003,,"x",,,,"Private Land Trust","San Diego",33.0098,-117.262,"San Elijo Lagoon San Elijo Lagoon Trails",
"GG372","Spartina foliosa","Marie Fontaine;  Ling He;  Tom Daniel","Presidio Natural Resources","2003-04-17",2003,,"x","24.09 Acres",,,"Public Land","San Francisco",37.804945,-122.45791,"Crissy Field",
"GG372","Salicornia virginica","Marie Fontaine;  Ling He;  Tom Daniel","Presidio Natural Resources","2003-04-17",2003,,"x","24.09 Acres",,,"Public Land","San Francisco",37.804945,-122.45791,"Crissy Field",
"ce535","Spartina foliosa","Dean Taylor","DWT field survey for RTE plants","2003-08-18",2003,,"x","50 Acres",,,"Public Land","San Mateo",37.535049,-122.206077,"eastern shore Bair Island the far eastern shore of Bair Island, San Francisco Bay",
"ce535","Salicornia virginica","Dean Taylor","DWT field survey for RTE plants","2003-08-18",2003,,"x","50 Acres",,,"Public Land","San Mateo",37.535049,-122.206077,"eastern shore Bair Island the far eastern shore of Bair Island, San Francisco Bay",
"ce165","Salicornia virginica","Wilde Legard","East Bay Regional Park District","2003-09-05",2003,,"x","978 Acres",,,"Public Land","Alameda",37.552335,-122.093811,"Coyote Hills Regional Park",
"gr7950","Spartina foliosa","Doreen Smith et al.","Marin CNPS","2004-03-01",2004,,"x",,,,"Public Land","Marin",38.1242,-122.8943,"Tomales Bay State Park, Indian Beach Loop",
"gr7950","Salicornia virginica","Doreen Smith et al.","Marin CNPS","2004-03-01",2004,,"x",,,,"Public Land","Marin",38.1242,-122.8943,"Tomales Bay State Park, Indian Beach Loop",
"gr7928","Salicornia virginica","Follette et al.","Marin CNPS","2004-05-30",2004,,"x",,,,"Private Landowner","Marin",38.251,-122.964,"Dillon Beach, Lawsons Landing",
"mcp5354","Spartina alterniflora","staff","MCOSD","2004-12-14",2004,,,"1.23345491911 Acres","0",,"City or County Government","Marin",37.90291313,-122.64763057,"hybridized with Spartina foiosa",
"ce43","Spartina foliosa","D Glusenkamp, K Etienne, W Follette et. al.","Audubon Canyon Ranch","2005-01-01",2005,,"x",,,,"Private Landowner","Marin",38.218211,-122.950229,"Toms Point",
"gr16621","Salicornia virginica","David Magney",,"2005-01-01",2005,,"x",,,,"Public Land","Ventura",34.2231,-119.2574,"McGrath State Beach",
"ce43","Salicornia virginica","D Glusenkamp, K Etienne, W Follette et. al.","Audubon Canyon Ranch","2005-01-01",2005,,"x",,,,"Private Landowner","Marin",38.218211,-122.950229,"Toms Point",
"gr7953","Spartina foliosa","Doreen Smith et al.","Marin CNPS","2005-04-04",2005,,"x",,,,"Public Land","Marin",38.1226,-122.8605,"Tomales Bay State Park, Tomasini Point",
"ce159","Salicornia virginica","staff","California Dept. of Parks and Recreation","2005-06-01",2005,,"x","159 Acres",,,"Public Land","San Luis Obispo",35.389924,-120.864887,"Morro Strand State Beach",
"ce324","Spartina foliosa","Doreen Smith, Wilma Follette, Rosamund Day","Marin CNPS","2005-07-01",2005,,"x",,,,"Public Land","Marin",37.994268,-122.487258,"China Camp State Park",
"ce324","Salicornia virginica","Doreen Smith, Wilma Follette, Rosamund Day","Marin CNPS","2005-07-01",2005,,"x",,,,"Public Land","Marin",37.994268,-122.487258,"China Camp State Park",
"d303","Salicornia virginica","tkw*, dh","DFW Vegetation Classification and Mapping Program","2005-09-14",2005,,"x",,,,,"Sacramento",38.0603663,-121.8281345,"SSJD0306",
"d304","Salicornia virginica","dh*","DFW Vegetation Classification and Mapping Program","2005-09-14",2005,,"x",,,,,"Sacramento",38.0603974,-121.8285444,"SSJD0307",
"d305","Salicornia virginica","tkw*","DFW Vegetation Classification and Mapping Program","2005-09-14",2005,,"x",,,,,"Sacramento",38.060329,-121.8289102,"SSJD0308",
"d311","Salicornia virginica","dh*","DFW Vegetation Classification and Mapping Program","2005-09-14",2005,,"x",,,,,"Sacramento",38.0605703,-121.8332379,"SSJD0314",
"d313","Salicornia virginica","tkw*","DFW Vegetation Classification and Mapping Program","2005-09-14",2005,,"x",,,,,"Sacramento",38.0579555,-121.8340317,"SSJD0316",
"d314","Salicornia virginica","dh*","DFW Vegetation Classification and Mapping Program","2005-09-14",2005,,"x",,,,,"Sacramento",38.0580801,-121.8338701,"SSJD0317",
"d315","Salicornia virginica","db*","DFW Vegetation Classification and Mapping Program","2005-09-14",2005,,"x",,,,,"Sacramento",38.0578366,-121.8338512,"SSJD0318",
"d316","Salicornia virginica","dh*","DFW Vegetation Classification and Mapping Program","2005-09-14",2005,,"x",,,,,"Sacramento",38.0571302,-121.8325972,"SSJD0319",
"d317","Salicornia virginica","db*","DFW Vegetation Classification and Mapping Program","2005-09-14",2005,,"x",,,,,"Sacramento",38.0565556,-121.8328229,"SSJD0320",
"d343","Salicornia virginica","jak*, jet, tkw, brad","DFW Vegetation Classification and Mapping Program","2005-09-20",2005,,"x",,,,,"Sacramento",38.0572678,-121.8319339,"SSJD0346",
"d344","Salicornia virginica","jak*, jet, tkw, Brad","DFW Vegetation Classification and Mapping Program","2005-09-20",2005,,"x",,,,,"Sacramento",38.0574647,-121.831794,"SSJD0347",
"d345","Salicornia virginica","tkw*","DFW Vegetation Classification and Mapping Program","2005-09-20",2005,,"x",,,,,"Sacramento",38.0561554,-121.8288286,"SSJD0348",
"d346","Salicornia virginica","tkw*","DFW Vegetation Classification and Mapping Program","2005-09-20",2005,,"x",,,,,"Sacramento",38.0565137,-121.8295067,"SSJD0349",
"d347","Salicornia virginica","jet*","DFW Vegetation Classification and Mapping Program","2005-09-20",2005,,"x",,,,,"Sacramento",38.0564858,-121.8303278,"SSJD0350",
"d348","Salicornia virginica","TKW, JET, JAK*, BRAD","DFW Vegetation Classification and Mapping Program","2005-09-20",2005,,"x",,,,,"Sacramento",38.057307,-121.8304401,"SSJD0351",
"ce153","Salicornia virginica","Altschul, J. et al.","Coastal Conservancy, Ballona Wetland Restoration Project","2006-01-01",2006,,"x",,,,"Public Land","Los Angeles",33.971623,-118.44429,"Ballona Wetlands",
"gr6968","Sarcocornia pacifica","Jim Pittman et al.","Monterey CNPS","2006-01-01",2006,,"x",,,,"Public Land","Monterey",36.815,-121.791,"Moss Landing State Beach",
"gr6972","Sarcocornia pacifica","Jim Pittman et al.","Monterey CNPS","2006-01-01",2006,,"x","367 Acres",,,"Public Land","Monterey",36.74,-121.8,"Salinas Lagoon Wildlife Area",
"ce153","Sarcocornia pacifica","Altschul, J. et al.","Coastal Conservancy, Ballona Wetland Restoration Project","2006-01-01",2006,,"x",,,,"Public Land","Los Angeles",33.971623,-118.44429,"Ballona Wetlands",
"ce547","Salicornia virginica","staff","CA Dept of Parks and Recreation","2006-06-01",2006,,"x","7332 Acres",,,"Public Land","Mendocino",39.30331,-123.788452,"Mendocino Headlands State Park, Big River unit",
"wb1000-46","Salicornia virginica","Andrea Salzman","Western Riverside County Multiple Species Habitat Conservation Plan","2006-06-07",2006,,,,,,"Other / Unknown","Riverside",33.86611715,-117.10031086,,
"ds65","Salicornia virginica","staff","DFW Vegetation Classification and Mapping Program","2006-06-28",2006,,"x",,,,"Other / Unknown","Solano",38.114102,-121.919924,"SUMA6169",
"ds75","Salicornia virginica","staff","DFW Vegetation Classification and Mapping Program","2006-06-29",2006,,"x",,,,"Other / Unknown","Solano",38.11136,-121.905125,"SUMA6189",
"ds57","Salicornia virginica","staff","DFW Vegetation Classification and Mapping Program","2006-07-06",2006,,"x",,,,"Other / Unknown","Solano",38.112079,-121.951323,"SUMA6136",
"ds59","Salicornia virginica","staff","DFW Vegetation Classification and Mapping Program","2006-07-07",2006,,"x",,,,"Other / Unknown","Solano",38.100598,-121.926419,"SUMA6147",
"ds61","Salicornia virginica","staff","DFW Vegetation Classification and Mapping Program","2006-07-07",2006,,"x",,,,"Other / Unknown","Solano",38.107511,-121.926443,"SUMA6154",
"ds51","Salicornia virginica","staff","DFW Vegetation Classification and Mapping Program","2006-07-10",2006,,"x",,,,"Other / Unknown","Solano",38.127507,-121.978712,"SUMA6092",
"ds56","Salicornia virginica","staff","DFW Vegetation Classification and Mapping Program","2006-07-10",2006,,"x",,,,"Other / Unknown","Solano",38.139313,-121.965379,"SUMA6118",
"ds25","Salicornia virginica","staff","DFW Vegetation Classification and Mapping Program","2006-07-11",2006,,"x",,,,"Other / Unknown","Solano",38.081863,-121.891688,"SUMA6192",
"ds52","Salicornia virginica","staff","DFW Vegetation Classification and Mapping Program","2006-07-11",2006,,"x",,,,"Other / Unknown","Solano",38.147835,-121.987673,"SUMA6099",
"ds66","Salicornia virginica","staff","DFW Vegetation Classification and Mapping Program","2006-07-12",2006,,"x",,,,"Other / Unknown","Solano",38.115353,-121.90997,"SUMA6172",
"ds74","Salicornia virginica","staff","DFW Vegetation Classification and Mapping Program","2006-07-12",2006,,"x",,,,"Other / Unknown","Solano",38.093102,-121.906127,"SUMA6186",
