"ID","Taxon","Observer","Source","Date","Year","Phenology","InfestedArea","GrossArea","Percent Cover","Distribution","National Ownership","County","x","y","Location Description","!Comments"
"xr179863","Cytisus scoparius","Fuller","California Dept of Food and Agriculture","1980-04-30",1980,,,,,,,"Shasta",40.95179,-122.42896,"Delta; W side I-5, 0.8 km N/ Dog Cr & Delta Roads.",
"jgr16231","Cytisus scoparius","Jeff Greenhouse",,"1980-11-01",1980,,,,,,"Other / Unknown","Sonoma",38.5689,-123.2989,"Salt Point State Park",
"casp52","Cytisus scoparius","Gray, 1982","California State Parks","1982-01-01",1982,,"x",,,,"State Government","Humboldt",41.188837,-124.10668,"Harry A. Merlo SRA",
"casp57","Cytisus scoparius","Gray, 1982","California State Parks","1982-01-01",1982,,"x",,,,"State Government","Humboldt",41.23262,-124.09692,"Humboldt Lagoons SP",
"casp105","Cytisus scoparius","Gray, 1982","California State Parks","1982-01-01",1982,,"x",,,,"State Government","Humboldt",41.13875,-124.15086,"Patrick's Point SP",
"casp33","Cytisus scoparius","Olive et al., 1983","California State Parks","1983-01-01",1983,,"x",,,,"State Government","Del Norte",41.69853,-124.05954,"Del Norte Coast Redwoods SP",
"casp67","Cytisus scoparius","Olive et al., 1983","California State Parks","1983-01-01",1983,,"x",,,,"State Government","Del Norte",41.78667,-124.10893,"Jedediah Smith Redwoods SP",
"casp118","Cytisus scoparius","Olive et al., 1983","California State Parks","1983-01-01",1983,,"x",,,,"State Government","Humboldt",41.40379,-124.03842,"Prairie Creek Redwoods SP",
"jgr7680","Cytisus scoparius","Jeff Greenhouse",,"1983-03-06",1983,,,,,,"Other / Unknown","Marin",37.9274,-122.592,"Mt. Tamalpais",
"gr14113","Cytisus scoparius","DeNevers, Greg","G.F. Hrusa checklists","1985-01-01",1985,,"x",,,,"Private Land Trust","Sonoma",38.573937,-122.692565,"CAS Pepperwood Ranch Natural Preserve North Coast Biodiversity Arena; US 101 N to Sta. Rosa, Hwy 12 E to Mark West Spring Rd. to Franz Valley Rd.",
"gr7970","Cytisus scoparius","Peggy Fiedler, Bob Howell","The Nature Conservancy","1986-01-01",1986,,"x",,,,"Public Land","Marin",37.911,-122.491,"RING MOUNTAIN PRESERVE",
"jgr8175","Cytisus scoparius","Jeff Greenhouse",,"1986-04-26",1986,,,,,,"Other / Unknown","Marin",37.9274,-122.592,"Mt. Tamalpais",
"casp69","Cytisus scoparius","Bicknell et al., 1987","California State Parks","1987-01-01",1987,,"x",,,,"State Government","Mendocino",39.37647,-123.79843,"Jug Handle SNR",
"casp128","Cytisus scoparius","Bowcutt, 1987","California State Parks","1987-01-01",1987,,"x",,,,"State Government","Mendocino",39.91722,-123.92631,"Sinkyone Wilderness SP",
"casp18","Cytisus scoparius","Showers, 1987","California State Parks","1987-01-01",1987,,"x",,,,"State Government","Solano",38.07157,-122.19435,"Benicia SRA",
"casp65","Cytisus scoparius","Cheng et al., 1987","California State Parks","1987-01-01",1987,,"x",,,,"State Government","Sonoma",38.34603,-122.55456,"Jack London SHP",
"casp127","Cytisus scoparius","Showers, 1988","California State Parks","1988-01-01",1988,,"x",,,,"State Government","Shasta",40.5998,-122.49187,"Shasta SHP",
"ce244","Cytisus scoparius","Lillian Mott, Gordon True Jr.","Redbud CNPS","1990-01-01",1990,,"x","300 Acres",,,"Private Landowner","Nevada",39.22828,-121.085858,"Hell's Half Acre Grass Valley",
"casp83","Cytisus scoparius","Bowcutt, 1990","California State Parks","1990-01-01",1990,,"x",,,,"State Government","Mendocino",39.50688,-123.78293,"MacKerricher SP",
"casp107","Cytisus scoparius","Martin and Roye, 1990","California State Parks","1990-01-01",1990,,"x",,,,"State Government","Monterey",36.24808,-121.77501,"Pfeiffer Big Sur SP",
"gr7969","Cytisus scoparius","Richard Wagner","The Nature Conservancy","1993-02-05",1993,,"x",,,,"Private Land Trust","Marin",38.1300011,-122.6600037,"Bishop Pine Preserve, Botanical Inventory Bishop Pine Preserve",
"GG555","Cytisus scoparius","Mike Vasey;  Isabelle DeGeoffrey","Presidio Natural Resources","1994-01-01",1994,,"x","6.07 Acres",,,"Public Land","San Francisco",37.790747,-122.46727,"Presidio Golf Course Natural Areas",
"GG56","Cytisus scoparius","Arnie Peterson","Presidio Natural Resources","1994-05-02",1994,,"x","4.964 Acres",,,"Public Land","San Francisco",37.794934,-122.460471,"Tennessee Hollow; Western Tributary",
"GG51","Cytisus scoparius","Arnie Peterson","Presidio Natural Resources","1994-05-09",1994,,"x","28.59 Acres",,,"Public Land","San Francisco",37.793259,-122.458813,"Inspiration Point",
"GG50","Cytisus scoparius","Arnie Peterson;  Sue Smith","Presidio Natural Resources","1994-05-09",1994,,"x","4.964 Acres",,,"Public Land","San Francisco",37.794934,-122.460471,"Tennessee Hollow; Western Tributary",
"GG49","Cytisus scoparius","Arnie Peterson;  Sue Smith","Presidio Natural Resources","1994-05-09",1994,,"x","6.070 Acres",,,"Public Land","San Francisco",37.792949,-122.459974,"Inspiration Point; West Grassland",
"GG48","Cytisus scoparius","Arnie Peterson;  Sue Smith","Presidio Natural Resources","1994-05-09",1994,,"x","28.59 Acres",,,"Public Land","San Francisco",37.793259,-122.458813,"Inspiration Point",
"GG101","Cytisus scoparius","Brian Mattos","Presidio Natural Resources","1994-05-17",1994,,"x","2.58 Acres",,,"Public Land","San Francisco",37.804547,-122.473419,"Doyle Drive Natural Areas",
"GG120","Cytisus scoparius","Dale Smith;  Ingrid Cabada","Presidio Natural Resources","1994-06-01",1994,,"x","19.77 Acres",,,"Public Land","San Francisco",37.791101,-122.473969,"Presidio Hills",
"GG306","Cytisus scoparius","Lisa Meunier;  Ellen Fusco;  Carol Fusco","Presidio Natural Resources","1994-06-05",1994,,"x","2.350 Acres",,,"Public Land","San Francisco",37.789665,-122.471253,"Mountain Lake; Mountain Lake",
"GG304","Cytisus scoparius","Lisa Meunier;  Ellen Fusco;  Carol Fusco","Presidio Natural Resources","1994-06-05",1994,,"x","10.73 Acres",,,"Public Land","San Francisco",37.788491,-122.470682,"Mountain Lake",
"GG670","Cytisus scoparius","Sharon Farrell;  Sue Gardner","Presidio Natural Resources","1994-06-11",1994,,"x","12.360 Acres",,,"Public Land","San Francisco",37.794101,-122.455672,"Tennessee Hollow; Central Tributary",
"GG668","Cytisus scoparius","Sharon Farrell;  Sue Gardner","Presidio Natural Resources","1994-06-13",1994,,"x","28.59 Acres",,,"Public Land","San Francisco",37.793259,-122.458813,"Inspiration Point",
"gr3295","Cytisus scoparius","staff","The Nature Conservancy","1995-01-01",1995,,"x",,,,"Public Land","Humboldt",40.8300018,-124.1800003,"LANPHERE-CHRISTENSEN DUNES PRESERVE",
"ce246","Cytisus scoparius","Shawna Martinez","Redbud CNPS","1995-01-01",1995,,"x",,,,"Public Land","Placer",38.914995,-121.060538,"Old Stage Road Russell Road and Lincoln Way, Auburn",
"casp39","Cytisus scoparius","Hrusa, 1995","California State Parks","1995-01-01",1995,,"x",,,,"State Government","El Dorado",38.74242,-121.12084,"Folsom Lake SRA",
"casp89","Cytisus scoparius","Martin, 1997","California State Parks","1997-01-01",1997,,"x",,,,"State Government","Shasta",41.01697,-121.64605,"McArthur-Burney Falls Memorial SP",
"wb1252-95","Cytisus scoparius","Allison Sanger","LASSEN NATIONAL FOREST","1997-02-01",1997,,,"0.6982 Acres",0,,"* USDA Forest Service","Shasta",41.14766836,-121.52049161,"Forest Service Pacific Southwest Region (National Forest System Lands in California)",
"casp124","Cytisus scoparius","Follette et al, 1998","California State Parks","1998-01-01",1998,,"x",,,,"State Government","Marin",38.02413,-122.72419,"Samuel P. Taylor SP",
"gr7948","Cytisus scoparius","Wilma Follette et al.","Marin CNPS","1998-03-24",1998,,"x",,,,"Public Land","Marin",38.027,-122.731,"Samuel P Taylor State Park",
"gr7938","Cytisus scoparius","Wilma Follette, Doreen Smith et al.","Marin CNPS","1998-04-01",1998,,"x",,,,"Public Land","Marin",38.018,-122.611,"Loma Alta Open Space",
"casp129","Cytisus scoparius","Bowcutt, 1999","California State Parks","1999-01-01",1999,,"x",,,,"State Government","Sonoma",38.45581,-122.52197,"Sugarloaf Ridge SP",
"gr7961","Cytisus scoparius","Wilma Follette et al.","Marin CNPS","1999-03-23",1999,,"x",,,,"Public Land","Marin",37.913,-122.517,"Horse Hill Open Space",
"gr7931","Cytisus scoparius","Wilma Follette et al.","Marin CNPS","1999-04-06",1999,,"x",,,,"Public Land","Marin",38.004,-122.656,"Gary Giacomini Open Space, San Geronimo Ridge",
"df4242","Cytisus scoparius","Cristian Singer, Ben Cunningham-Summerfield","National Park Service","1999-06-02",1999,,"x",,,,"* National Park Service","Mariposa",37.6578819,-119.8543649,"YOSE.99S41 Hwy. 140 to Cedar Lodge. Plot located approx. 300M West of Cedar Lodge entrance.",
"wb370-131","Cytisus scoparius","Taylor, Mike","Eldorado National Forest","1999-06-06",1999,,,"0.248724747687 Acres",,,"Other / Unknown","El Dorado",38.76896224,-120.37306779,,
"wb42-481","Cytisus scoparius","staff","Marin County Open Space District","1999-08-18",1999,,"14302.4344255 Square Met","0.33 Acres",,,"Public Land","Marin",37.98763696,-122.60918776,"CASCADE CANYON PRESERVE",
"mcp5168","Cytisus scoparius","staff","MCOSD","1999-08-18",1999,,,"0.328340028361 Acres",,,"City or County Government","Marin",37.98763696,-122.60918776,"SMALL SCOTCH PATCH AT TAM RANCHO BORDER JUST INSIDE OSD PROP.",
"wb349-20","Cytisus scoparius","DILLINGHAM, COLLIN","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Butte",39.55674931,-121.26471235,"PLUMAS",
"wb349-22","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Butte",39.5328555,-121.30041426,"PLUMAS",
"wb349-37","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Butte",39.57803833,-121.26406378,"PLUMAS",
"wb349-39","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Butte",39.5568722,-121.26522359,"PLUMAS",
"wb349-43","Cytisus scoparius","BELSHER-HOWE, JIM","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Butte",39.70756669,-121.21674676,"PLUMAS",
"wb349-58","Cytisus scoparius","O'HANLON, RON","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Butte",39.71538659,-121.34053053,"PLUMAS",
"wb349-59","Cytisus scoparius","O'HANLON, RON","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Butte",39.71144407,-121.344639,"PLUMAS",
"wb349-61","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.42350485,-121.17424189,"PLUMAS",
"wb349-62","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.42350165,-121.1742192,"PLUMAS",
"wb349-64","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.4282394,-121.1591929,"PLUMAS",
"wb349-67","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.51108041,-121.19049799,"PLUMAS",
"wb349-70","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.50836143,-121.16998452,"PLUMAS",
"wb349-71","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.42767044,-121.16399582,"PLUMAS",
"wb349-72","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.42499518,-121.16575144,"PLUMAS",
"wb349-73","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.41976492,-121.15901632,"PLUMAS",
"wb349-74","Cytisus scoparius","CLIFTON, GLEN","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.44662147,-121.16460945,"PLUMAS",
"wb349-75","Cytisus scoparius","CLIFTON, GLEN","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.38777093,-121.15619719,"PLUMAS",
"wb349-76","Cytisus scoparius","CLIFTON, GLEN","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.38743771,-121.15365163,"PLUMAS",
"wb349-79","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.41679415,-121.17235754,"PLUMAS",
"wb349-80","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.41677877,-121.17233107,"PLUMAS",
"wb349-81","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.42826349,-121.17547105,"PLUMAS",
"wb349-83","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.43056505,-121.17598508,"PLUMAS",
"wb349-84","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.42343859,-121.17393263,"PLUMAS",
"wb349-85","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.42813758,-121.16544717,"PLUMAS",
"wb349-86","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.42436792,-121.17375182,"PLUMAS",
"wb349-89","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Butte",39.52738797,-121.31644519,"PLUMAS",
"wb349-106","Cytisus scoparius","CLIFTON, GLEN","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.37342313,-121.18311044,"PLUMAS",
"wb349-107","Cytisus scoparius","CLIFTON, GLEN","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.36888476,-121.18294438,"PLUMAS",
"wb349-108","Cytisus scoparius","CLIFTON, GLEN","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.36905832,-121.18204973,"PLUMAS",
"wb349-115","Cytisus scoparius","OTHER","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.48808917,-121.22600447,"PLUMAS",
"wb349-116","Cytisus scoparius","OTHER","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.48812046,-121.22612718,"PLUMAS",
"wb349-117","Cytisus scoparius","OTHER","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.48813682,-121.22674638,"PLUMAS",
"wb349-118","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.48808867,-121.22722091,"PLUMAS",
"wb349-119","Cytisus scoparius","OTHER","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.4981662,-121.22835997,"PLUMAS",
"wb349-120","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.50462682,-121.23174051,"PLUMAS",
"wb349-127","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.4825674,-121.22526734,"PLUMAS",
"wb349-149","Cytisus scoparius","BRANDY, ERIN","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Butte",39.65919214,-121.37539016,"PLUMAS",
"wb349-185","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.48852581,-121.22652152,"PLUMAS",
"wb349-186","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.48758484,-121.22542667,"PLUMAS",
"wb349-187","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.48693536,-121.22633791,"PLUMAS",
"wb349-188","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.49275252,-121.22650799,"PLUMAS",
"wb349-189","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.49478792,-121.22739651,"PLUMAS",
"wb349-190","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.49518294,-121.22745096,"PLUMAS",
"wb349-191","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.4962923,-121.22789976,"PLUMAS",
"wb349-192","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.49788175,-121.22829858,"PLUMAS",
"wb349-202","Cytisus scoparius","CHRISTOFFERSON,CHRIS","Plumas","1999-12-30",1999,,,,,,"U.S. Government","Yuba",39.48254552,-121.22563614,"PLUMAS",
"gr14123","Cytisus scoparius","Peter Warner",,"2000-01-01",2000,,"x",,,,"Public Land","Sonoma",38.5412,-123.0271,"Armstrong Redwoods SR, Austin Creek SRA",
"gr7923","Cytisus scoparius","Wilma Follette et al.","Marin CNPS","2000-03-21",2000,,"x",,,,"Public Land","Marin",37.936,-122.559,"Baltimore Canyon Open Space",
"gr7924","Cytisus scoparius","Wilma Follette et al.","Marin CNPS","2000-04-18",2000,,"x",,,,"Public Land","Marin",37.922,-122.547,"Blithedale Summit Open Space",
"wb370-39","Cytisus scoparius","Taylor, Mike Walker, Annie","Eldorado National Forest","2000-06-06",2000,,,"0.690191442707 Acres",,,"Other / Unknown","El Dorado",38.91429038,-120.75460503,,
"wb370-70","Cytisus scoparius","Walker, Annie","Eldorado National Forest","2000-06-06",2000,,,"0.228410177903 Acres",,,"Other / Unknown","El Dorado",38.92907356,-120.67005645,,
"wb1252-402","Cytisus scoparius","Matthew Brown","ELDORADO NATIONAL FOREST","2000-06-06",2000,,,"0.2486 Acres",0,,"* USDA Forest Service","El Dorado",38.78186066,-120.46431336,"Forest Service Pacific Southwest Region (National Forest System Lands in California)",
"wb1252-405","Cytisus scoparius","Matthew Brown","ELDORADO NATIONAL FOREST","2000-06-06",2000,,,"0.6901 Acres",0,,"* USDA Forest Service","El Dorado",38.91429038,-120.75460503,"Forest Service Pacific Southwest Region (National Forest System Lands in California)",
"wb1252-435","Cytisus scoparius","Matthew Brown","ELDORADO NATIONAL FOREST","2000-06-06",2000,,,"0.2284 Acres",0,,"* USDA Forest Service","El Dorado",38.92907356,-120.67005645,"Forest Service Pacific Southwest Region (National Forest System Lands in California)",
"wb1252-436","Cytisus scoparius","Matthew Brown","ELDORADO NATIONAL FOREST","2000-06-06",2000,,,"0.2487 Acres",0,,"* USDA Forest Service","El Dorado",38.92141119,-120.67527822,"Forest Service Pacific Southwest Region (National Forest System Lands in California)",
"gr5129","Cytisus scoparius","Bob Muns","Tom Chester","2001-01-01",2001,,"x",,,,"Public Land","Los Angeles",34.2153,-118.1749,"Arroyo Seco San Gabriel Mountains",
"gr7952","Cytisus scoparius","B. T. Shervanick, J. T. Howell, Marin CNPS","Marin CNPS","2001-03-27",2001,,"x",,,,"Public Land","Marin",38.124,-122.894,"Tomales Bay State Park",
"gx26603","Cytisus scoparius","Tom Echols","National Park Service [SFAN]","2001-04-08",2001,,,,,,"* National Park Service","Marin",38.018367944,-122.7992377569,"From UTM 517622E 4207872N",
"wb1253-485","Cytisus scoparius","Kathy Vanzuuk","TAHOE NATIONAL FOREST","2001-04-19",2001,,,"21.7668 Acres",38,,"* USDA Forest Service","Yuba",39.46722335,-121.07374771,"Forest Service Pacific Southwest Region (National Forest System Lands in California)",
"wb979-94","Cytisus scoparius","DEVAULT, BROOKE","Allen Doerr Tahoe Natl Forest","2001-05-07",2001,,,,50,,"* USDA Forest Service","Sierra",39.48464128,-121.00644052,"TAHOE NATIONAL FOREST",
"wb1252-246","Cytisus scoparius","Kathy Vanzuuk","TAHOE NATIONAL FOREST","2001-05-07",2001,,,"11.4294 Acres",50,,"* USDA Forest Service","Sierra",39.49471473,-121.0202954,"Forest Service Pacific Southwest Region (National Forest System Lands in California)",
"wb1253-305","Cytisus scoparius","Kathy Vanzuuk","TAHOE NATIONAL FOREST","2001-05-07",2001,,,"8.7557 Acres",50,,"* USDA Forest Service","Sierra",39.46657466,-121.01783058,"Forest Service Pacific Southwest Region (National Forest System Lands in California)",
"xr347806","Cytisus scoparius","Jason Rose","PORE Vegetation Management; SFAN; BAEDN","2001-05-24",2001,,"17.1 Square Meters","45 Square Meters","25 - 100",,"* National Park Service","Marin",38.08573316,-122.8727978,,
"wb370-56","Cytisus scoparius","Walker, Annie","Eldorado National Forest","2001-06-06",2001,,,"0.2487374122 Acres",,,"Other / Unknown","El Dorado",38.98817211,-120.73608208,,
"wb370-75","Cytisus scoparius","Walker, Annie","Eldorado National Forest","2001-06-06",2001,,,"0.24872698074 Acres",,,"Other / Unknown","El Dorado",38.81902505,-120.67181743,,
"wb370-80","Cytisus scoparius","Walker, Annie","Eldorado National Forest","2001-06-06",2001,,,"0.248731934222 Acres",,,"Other / Unknown","El Dorado",38.81160247,-120.70467231,,
"wb370-95","Cytisus scoparius","Walker, Annie","Eldorado National Forest","2001-06-06",2001,,,"0.248730614642 Acres",,,"Other / Unknown","Placer",38.99454208,-120.63351597,,
"wb370-102","Cytisus scoparius","Walker, Annie","Eldorado National Forest","2001-06-06",2001,,,"0.0587625340224 Acres",,,"Other / Unknown","El Dorado",38.75218459,-120.54309806,,
"wb370-103","Cytisus scoparius","Walker, Annie Taylor, Mike","Eldorado National Forest","2001-06-06",2001,,,"0.248732758942 Acres",,,"Other / Unknown","El Dorado",38.71465917,-120.59038294,,
"wb370-105","Cytisus scoparius","Walker, Annie","Eldorado National Forest","2001-06-06",2001,,,"0.248732528382 Acres",,,"Other / Unknown","El Dorado",38.65997191,-120.48072912,,
"wb370-108","Cytisus scoparius","Walker, Annie","Eldorado National Forest","2001-06-06",2001,,,"0.248737759421 Acres",,,"Other / Unknown","El Dorado",38.93084641,-120.49767642,,
"wb370-110","Cytisus scoparius","Walker, Annie","Eldorado National Forest","2001-06-06",2001,,,"0.24873159003 Acres",,,"Other / Unknown","El Dorado",38.76590216,-120.41276765,,
"wb1252-422","Cytisus scoparius","Matthew Brown","ELDORADO NATIONAL FOREST","2001-06-06",2001,,,"0.2487 Acres",0,,"* USDA Forest Service","El Dorado",38.98817211,-120.73608208,"Forest Service Pacific Southwest Region (National Forest System Lands in California)",
"wb1252-437","Cytisus scoparius","Matthew Brown","ELDORADO NATIONAL FOREST","2001-06-06",2001,,,"0.2487 Acres",0,,"* USDA Forest Service","El Dorado",38.85145218,-120.64353293,"Forest Service Pacific Southwest Region (National Forest System Lands in California)",
"wb1252-438","Cytisus scoparius","Matthew Brown","ELDORADO NATIONAL FOREST","2001-06-06",2001,,,"0.2487 Acres",0,,"* USDA Forest Service","El Dorado",38.84791164,-120.6515998,"Forest Service Pacific Southwest Region (National Forest System Lands in California)",
"wb1252-439","Cytisus scoparius","Matthew Brown","ELDORADO NATIONAL FOREST","2001-06-06",2001,,,"0.2487 Acres",0,,"* USDA Forest Service","El Dorado",38.8478493,-120.6485025,"Forest Service Pacific Southwest Region (National Forest System Lands in California)",
"wb1252-440","Cytisus scoparius","Matthew Brown","ELDORADO NATIONAL FOREST","2001-06-06",2001,,,"0.2487 Acres",0,,"* USDA Forest Service","El Dorado",38.81902505,-120.67181743,"Forest Service Pacific Southwest Region (National Forest System Lands in California)",
"wb1252-441","Cytisus scoparius","Matthew Brown","ELDORADO NATIONAL FOREST","2001-06-06",2001,,,"0.2487 Acres",0,,"* USDA Forest Service","El Dorado",38.81949089,-120.67711167,"Forest Service Pacific Southwest Region (National Forest System Lands in California)",
"wb1252-445","Cytisus scoparius","Matthew Brown","ELDORADO NATIONAL FOREST","2001-06-06",2001,,,"0.2487 Acres",0,,"* USDA Forest Service","El Dorado",38.81160247,-120.70467231,"Forest Service Pacific Southwest Region (National Forest System Lands in California)",
"wb1252-446","Cytisus scoparius","Matthew Brown","ELDORADO NATIONAL FOREST","2001-06-06",2001,,,"0.2487 Acres",0,,"* USDA Forest Service","El Dorado",38.81043058,-120.70280983,"Forest Service Pacific Southwest Region (National Forest System Lands in California)",
"wb1252-449","Cytisus scoparius","Matthew Brown","ELDORADO NATIONAL FOREST","2001-06-06",2001,,,"0.2487 Acres",0,,"* USDA Forest Service","El Dorado",38.82065619,-120.72995027,"Forest Service Pacific Southwest Region (National Forest System Lands in California)",
"wb1252-463","Cytisus scoparius","Matthew Brown","ELDORADO NATIONAL FOREST","2001-06-06",2001,,,"0.2487 Acres",0,,"* USDA Forest Service","El Dorado",38.71465917,-120.59038294,"Forest Service Pacific Southwest Region (National Forest System Lands in California)",
