"ID","Taxon","Observer","Source","Date","Year","Phenology","InfestedArea","GrossArea","Percent Cover","Distribution","National Ownership","County","x","y","Location Description","!Comments"
"casp43","Aster lentus","Martens & Helm, 1987","California State Parks","1987-01-01",1987,,"x",,,,"State Government","Contra Costa","38.04448","-121.60828","Franks Tract SRA",
"jgr21676","Lepidium latifolium","Jeff Greenhouse",,"1988-07-16",1988,,,,,,"Other / Unknown","Contra Costa","38.0238","-122.143","Martinez Regional Shoreline",
"eb8012","Symphyotrichum lentum","D. Kelch","East Bay CNPS Rare and Unusual Plants Database","1988-09-28",1988,,,,,,,"Contra Costa","38.02433","-121.94033","Pittsburg Shore",
"eb8026","Symphyotrichum lentum","D. Kelch","East Bay CNPS Rare and Unusual Plants Database","1988-01-01",1988,,,,,,,"Contra Costa","38.02617","-122.11233","Martinez, East of Benecia Bridge",
"xr177745","Lepidium latifolium","Vernon","California Dept of Food and Agriculture","1990-07-23",1990,,,,,,,"Sonoma","38.7124","-123.0041","Healdsburg; Warm Springs Dam.",
"eb8011","Symphyotrichum lentum","D. Kelch","East Bay CNPS Rare and Unusual Plants Database","1990-08-20",1990,,,,,,,"Contra Costa","38.02433","-121.94033","Pittsburg Shore",
"eb8024","Symphyotrichum lentum","Barbara Ertter","East Bay CNPS Rare and Unusual Plants Database","1990-09-16",1990,,,,,,,"Contra Costa","38.0412","-121.609","Frank's Tract",
"eb8014","Symphyotrichum lentum","Brad Olson","East Bay CNPS Rare and Unusual Plants Database","1990-09-16",1990,,,,,,,"Contra Costa","38.0149","-121.641","Bethel Island",
"eb15753","Symphyotrichum lentum","M. Golden & P. Fiedler","East Bay CNPS Rare and Unusual Plants Database","1990-06-28",1990,,,,,,,"Contra Costa","38.0182","-121.751","Antioch Shoreline",
"xr175913","Lepidium latifolium","Finley","California Dept of Food and Agriculture","1991-05-28",1991,,,,,,,"Santa Clara","37.354","-122.1256","Los Altos Hills; I-280, 0.7 mi. S/Magdalena.",
"xr175977","Lepidium latifolium","Finley","California Dept of Food and Agriculture","1991-06-18",1991,,,,,,,"Santa Clara","37.4552","-122.1073","Palo Alto; Baylands Nature Preserve.",
"jgr20753","Lepidium latifolium","Jeff Greenhouse",,"1991-08-11",1991,,,,,,"Other / Unknown","Contra Costa","38.0002","-122.368","Point Pinole Regional Shoreline",
"eb8013","Symphyotrichum lentum","Brad Olson","East Bay CNPS Rare and Unusual Plants Database","1991-10-20",1991,,,,,,,"Contra Costa","38.0213","-121.83","Dow Wetlands Preserve",
"eb2750","Symphyotrichum lentum","CNPS Rare Plant Survey - Brad Olson, Barbara Ertter, Dianne Lake, etc.","East Bay CNPS Rare and Unusual Plants Database","1991-08-18",1991,,,,,,,"Contra Costa","38.0388","-121.865","Browns Island",
"eb8171","Symphyotrichum lentum","Wetlands Research Assoc.","East Bay CNPS Rare and Unusual Plants Database","1991-01-01",1991,,,,,,,"Contra Costa","38.0182","-121.751","Antioch Shoreline",
"jgr9528","Lepidium latifolium","Jeff Greenhouse",,"1992-04-26",1992,,,,,,"Other / Unknown","Contra Costa","38.0148","-121.793","Antioch Dunes National Wildlife Refuge",
"eb8027","Symphyotrichum lentum","Botanical Research Group","East Bay CNPS Rare and Unusual Plants Database","1992-01-01",1992,,,,,,,"Contra Costa","38.05873","-121.6724","Old River",
"eb8028","Symphyotrichum lentum","Botanical Research Group","East Bay CNPS Rare and Unusual Plants Database","1992-01-01",1992,,,,,,,"Contra Costa","38.0412","-121.609","Frank's Tract",
"eb8039","Symphyotrichum lentum","Botanical Research Group","East Bay CNPS Rare and Unusual Plants Database","1992-01-01",1992,,,,,,,"Contra Costa","38.0149","-121.581","Holland Tract",
"eb8025","Symphyotrichum lentum","Botanical Research Group","East Bay CNPS Rare and Unusual Plants Database","1992-01-01",1992,,,,,,,"Contra Costa","38.0412","-121.609","Frank's Tract",
"eb8021","Symphyotrichum lentum","Botanical Research Group","East Bay CNPS Rare and Unusual Plants Database","1992-01-01",1992,,,,,,,"Contra Costa","38.0388","-121.865","Browns Island",
"eb8023","Symphyotrichum lentum","Botanical Research Group","East Bay CNPS Rare and Unusual Plants Database","1992-01-01",1992,,,,,,,"Contra Costa","38.0412","-121.609","Frank's Tract",
"eb8022","Symphyotrichum lentum","Botanical Research Group","East Bay CNPS Rare and Unusual Plants Database","1992-01-01",1992,,,,,,,"Contra Costa","38.0121","-121.674","Dutch Slough",
"eb8020","Symphyotrichum lentum","Botanical Research Group","East Bay CNPS Rare and Unusual Plants Database","1992-01-01",1992,,,,,,,"Contra Costa","38.0182","-121.751","Antioch Shoreline",
"eb8019","Symphyotrichum lentum","Botanical Research Group","East Bay CNPS Rare and Unusual Plants Database","1992-01-01",1992,,,,,,,"Contra Costa","38.0182","-121.751","Antioch Shoreline",
"eb8010","Symphyotrichum lentum","K. Cuneo for ESA","East Bay CNPS Rare and Unusual Plants Database","1992-06-01",1992,,,,,,,"Contra Costa","38.0182","-121.751","Antioch Shoreline",
"eb292","Symphyotrichum lentum","CNPS Rare Plant Survey - Dianne Lake, Jeff Greenhouse, Dodge Ely, etc.","East Bay CNPS Rare and Unusual Plants Database","1992-04-26",1992,,,,,,,"Contra Costa","38.0148","-121.793","Antioch Dunes",
"eb293","Symphyotrichum lentum","Stephanie Zador, US Fish & Wildlife","East Bay CNPS Rare and Unusual Plants Database","1994-01-01",1994,,,,,,,"Contra Costa","38.0148","-121.793","Antioch Dunes",
190316,"Rallus obsoletus","dreierj","iNaturalist","1994-01-16",1994,,,,,,,,37.4596471,-122.1063337,"Palo Alto Baylands Preserve, Santa Clara Co., CA",
"gr13930","Lepidium latifolium","Grewell, Brenda J.","G.F. Hrusa checklists","1996-01-01",1996,,"x",,,,"Private Land Trust","Solano","38.2118","-122.02","Rush Ranch Suisun Marsh",
"gr13930","Aster lentus","Grewell, Brenda J.","G.F. Hrusa checklists","1996-01-01",1996,,"x",,,,"Private Land Trust","Solano","38.2118","-122.02","Rush Ranch Suisun Marsh",
"eb11272","Symphyotrichum lentum","Nancy Hillyard","East Bay CNPS Rare and Unusual Plants Database","1996-01-01",1996,,,,,,,"Contra Costa","38.0182","-121.751","Antioch Shoreline",
"gr63","Lepidium latifolium","Hrusa, G.F.","G.F. Hrusa checklists","1997-01-01",1997,,"x",,,,"Public Land","Alameda","37.81667","-122.3","Oakland Army Base East Bay Region; Oakland Army Base spit tip at base of Bay Bridge.",
"xr332999","Lepidium latifolium","Hrusa, G.F.","G.F. Hrusa checklists","1998-01-01",1998,,,,,,,"Solano","38.11667","-121.83333","East Bay Region; Future site of Calpine generating plant, along Antioch-Pittsburgh Hwy, adjacent to Dow Chemical",
"eb10508","Symphyotrichum lentum","Brad Olson","East Bay CNPS Rare and Unusual Plants Database","1998-01-01",1998,,,,,,,"Contra Costa","38.0138","-121.707","Big Break, Antioch",
"xr176439","Lepidium latifolium","B. Case PDR 4804","California Dept of Food and Agriculture","1999-07-08",1999,,,,,,,"Contra Costa","37.99992","-122.07107","California Along flood control channel, Grayson Creek, Pacheco.. Data provided by the participants of the Consortium of Calif. Herbaria (ucjeps.berkeley.edu/consortium/).",
"xr176443","Lepidium latifolium","Case","California Dept of Food and Agriculture","1999-07-08",1999,,,,,,,"Contra Costa","38.0043","-122.0707","69 Flood Control Channel.",
"eb10931","Symphyotrichum lentum","Dianne Lake","East Bay CNPS Rare and Unusual Plants Database","2000-10-01",2000,,,,,,,"Contra Costa","38.0182","-121.751","Antioch Shoreline",
"mcp5295","Lepidium latifolium","staff","MCOSD","2001-05-13",2001,"Flowering",,"2.69061091048 Acres","5 - 25","Scattered Plants","City or County Government","Marin","38.10022145","-122.54112104",,
"eb11642","Symphyotrichum lentum","CNPS - D. Lake, B. Ertter, C. Thayer, M. Lee, C. Zavatsky, N. Hillyard, J. Gawthrop, etc","East Bay CNPS Rare and Unusual Plants Database","2001-08-04",2001,,,,,,,"Contra Costa","38.0148","-121.793","Antioch Dunes",
"xr176007","Lepidium latifolium","D. Pendleton","California Dept of Food and Agriculture","2002-05-28",2002,,,,,,,"San Mateo","37.4841","-122.2172","RR ROW at end of Cedar St. Across tracks from roller rink.",
"xr176020","Lepidium latifolium","D. Pendleton","California Dept of Food and Agriculture","2002-05-28",2002,,,,,,,"San Mateo","37.4985","-122.2172","Channel alongside Hwy 101 behind Mervyn's parking lot, Walnut St.",
"eb12635","Symphyotrichum lentum","Dianne Lake, Laura Hanson","East Bay CNPS Rare and Unusual Plants Database","2002-10-08",2002,,,,,,,"Contra Costa","38.043","-122.02067","Concord Naval Weapons Station",
"ce165","Lepidium latifolium","Wilde Legard","East Bay Regional Park District","2003-09-05",2003,,"x","978 Acres",,,"Public Land","Alameda","37.552335","-122.093811","Coyote Hills Regional Park",
"ce206","Lepidium latifolium","Wilde Legard","East Bay Regional Park District","2003-09-05",2003,,"x",,,,"Public Land","Contra Costa","38.006916","-121.708087","Big Break Regional Shoreline",
"ce206","Aster lentus","Wilde Legard","East Bay Regional Park District","2003-09-05",2003,,"x",,,,"Public Land","Contra Costa","38.006916","-121.708087","Big Break Regional Shoreline",
"eb16068","Symphyotrichum lentum","M. Phillips & R. Bilski","East Bay CNPS Rare and Unusual Plants Database","2003-08-05",2003,,,,,,,"Contra Costa","38.0005","-121.574","Rhode Island",
"eb16069","Symphyotrichum lentum","M. Phillip & R. Bilski","East Bay CNPS Rare and Unusual Plants Database","2003-08-05",2003,,,,,,,"Contra Costa","38.0412","-121.609","Frank's Tract",
"gr8043","Lepidium latifolium","Jake Rugyt",,"2004-06-19",2004,,"x",,,,"Public Land","Napa","38.812","-122.304","Knoxville wildlife area",
"eb16067","Symphyotrichum lentum","J. Gerwein","East Bay CNPS Rare and Unusual Plants Database","2004-09-09",2004,,,,,,,"Contra Costa","38.0444","-122.092","Pacheco Slough",
"wb62-41","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-07-02",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82631722","-122.3517785",,
"wb62-42","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-07-02",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82561819","-122.35571439",,
"wb62-43","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-07-05",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82308049","-122.33747463",,
"wb62-44","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-07-05",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82324619","-122.33775808",,
"wb62-45","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-07-05",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82342714","-122.33775983",,
"wb62-46","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-07-05",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82322635","-122.33794387",,
"wb62-47","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-07-02",2005,,,,"5 - 25",,"Other / Unknown","Napa","38.82380784","-122.34922578",,
"wb62-48","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82853169","-122.34091791",,
"wb62-49","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"5 - 25",,"Other / Unknown","Napa","38.82871106","-122.3411491",,
"wb62-50","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82893003","-122.3413787",,
"wb62-51","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82822251","-122.34062114",,
"wb62-52","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82804049","-122.34040909",,
"wb62-53","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82756719","-122.3395618",,
"wb62-54","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82739749","-122.33937153",,
"wb62-55","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"5 - 25",,"Other / Unknown","Napa","38.82701849","-122.33895292",,
"wb62-56","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82693898","-122.33873096",,
"wb62-57","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82663122","-122.33824507",,
"wb62-58","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82643094","-122.33805757",,
"wb62-59","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82635208","-122.33784383",,
"wb62-60","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82622588","-122.33777638",,
"wb62-61","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82300329","-122.33695071",,
"wb62-62","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82288005","-122.33696264",,
"wb62-63","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82289827","-122.33689498",,
"wb62-64","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82290319","-122.33680043",,
"wb62-65","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82418474","-122.33671982",,
"wb62-66","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82452345","-122.33678129",,
"wb62-67","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82481519","-122.33637975",,
"wb62-68","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82490198","-122.33612993",,
"wb62-69","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"5 - 25",,"Other / Unknown","Napa","38.82510529","-122.33643126",,
"wb62-70","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82522508","-122.33629839",,
"wb62-71","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82550115","-122.33616702",,
"wb62-72","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82511582","-122.33589773",,
"wb62-73","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82582115","-122.33602383",,
"wb62-74","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"5 - 25",,"Other / Unknown","Napa","38.82597701","-122.33619269",,
"wb62-75","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82618939","-122.33668411",,
"wb62-76","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"5 - 25",,"Other / Unknown","Napa","38.82650597","-122.33648339",,
"wb62-77","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82727942","-122.33601605",,
"wb62-78","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82637216","-122.33531437",,
"wb62-79","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.8262111","-122.33527629",,
"wb62-80","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82599282","-122.33516556",,
"wb62-81","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82605908","-122.33529597",,
"wb62-82","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82595141","-122.33537515",,
"wb62-83","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82570005","-122.33483917",,
"wb62-84","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"5 - 25",,"Other / Unknown","Napa","38.82557567","-122.33476958",,
"wb62-85","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.8252695","-122.33528414",,
"wb62-86","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-06-15",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82499015","-122.33541406377",,
"wb62-87","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-07-06",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82824903","-122.34085395",,
"wb62-88","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-07-07",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82782928","-122.34049074",,
"wb62-89","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-07-07",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82865958","-122.33926484",,
"wb62-90","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-07-07",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82897773","-122.33918717",,
"wb62-91","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-07-07",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82444332","-122.33492923",,
"wb62-92","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-07-07",2005,,,,"5 - 25",,"Other / Unknown","Napa","38.82387519","-122.33449617",,
"wb62-93","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-07-07",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82264157","-122.33464699",,
"wb62-94","Lepidium latifolium","Paul Aigner","UC Davis McLaughin Reserve","2005-07-07",2005,,,,"25 - 100",,"Other / Unknown","Napa","38.82104791","-122.33399223",,
