"ID","Taxon","Observer","Source","Date","Year","Phenology","InfestedArea","GrossArea","Percent Cover","Distribution","National Ownership","County","x","y","Location Description","!Comments"
"gr9313","Elymus triticoides","Lathrop and Thorne","The Nature Conservancy",1978-01-01,1978,,"x",,,,"Public Land","Riverside","33.5","-117.25","Santa Rosa Plateau Preserve",
"gr9313","Elymus triticoides","Lathrop and Thorne","The Nature Conservancy",1978-01-01,1978,,"x",,,,"Public Land","Riverside","33.5","-117.25","Santa Rosa Plateau Preserve",
"xr331266","Elymus triticoides","Lathrop, W. & R. Thorne","G.F. Hrusa checklists",1978-01-01,1978,,,,,,,"Riverside","33.5","-117.26667","Cleveland National Forest",
"casp115","Elymus triticoides","Muns, 1978","California State Parks",1978-01-01,1978,,"x",,,,"State Government","Ventura","34.11203","-119.00458","Point Mugu SP",
"casp16","Elymus triticoides","Hiehle et al, 1978","California State Parks",1978-01-01,1978,,"x",,,,"State Government","San Mateo","37.15724","-122.32995","Aﾱo Nuevo SP",
"casp61","Elymus triticoides","Gustafson, 1978","California State Parks",1978-01-01,1978,,"x",,,,"State Government","Los Angeles","34.75265","-118.85234","Hungry Valley SVRA",
"xr331283","Elymus triticoides","Lathrop, W. & R. Thorne","G.F. Hrusa checklists",1978-01-01,1978,,,,,,,"Riverside","33.5","-117.26667","Cleveland National Forest",
"casp16","Elymus triticoides","Hiehle et al, 1978","California State Parks",1978-01-01,1978,,"x",,,,"State Government","San Mateo","37.15724","-122.32995","Aﾱo Nuevo SP",
"casp47","Elymus triticoides","Trumbley, 1978","California State Parks",1978-01-01,1978,,"x",,,,"State Government","San Mateo","37.56442","-122.51354","Gray Whale Cove SB",
"casp93","Elymus triticoides","Trumbley, 1978","California State Parks",1978-01-01,1978,,"x",,,,"State Government","San Mateo","37.56298","-122.50149","Montara SB",
"casp61","Elymus triticoides","Gustafson, 1978","California State Parks",1978-01-01,1978,,"x",,,,"State Government","Los Angeles","34.75265","-118.85234","Hungry Valley SVRA",
"xr325483","Artemisia douglasiana","Lathrop, W. & R. Thorne","G.F. Hrusa checklists",1978-01-01,1978,,,,,,,"Riverside","33.5","-117.26667","Cleveland National Forest",
"gr9313","Artemisia douglasiana","Lathrop and Thorne","The Nature Conservancy",1978-01-01,1978,,"x",,,,"Public Land","Riverside","33.5","-117.25","Santa Rosa Plateau Preserve",
"casp115","Artemisia douglasiana","Muns, 1978","California State Parks",1978-01-01,1978,,"x",,,,"State Government","Ventura","34.11203","-119.00458","Point Mugu SP",
"casp16","Artemisia douglasiana","Hiehle et al, 1978","California State Parks",1978-01-01,1978,,"x",,,,"State Government","San Mateo","37.15724","-122.32995","Aﾱo Nuevo SP",
"casp102","Artemisia douglasiana","Resource Preservation, 1978","California State Parks",1978-01-01,1978,,"x",,,,"State Government","Marin","37.89619","-122.60279","Mount Tamalpais SP",
"xr331261","Elymus triticoides","Anonymous occasional","G.F. Hrusa checklists",1979-01-01,1979,,,,,,,"San Luis Obispo","35.0028","-120.618","Coastal Dunes; Hwy 1 south from Oceano, 5 miles to Oso Flaco Lake.",
"casp46","Elymus triticoides","Resource Pres & Inter, 1979","California State Parks",1979-01-01,1979,,"x",,,,"State Government","Santa Barbara","34.48889","-120.22856","Gaviota SP",
"xr331277","Elymus triticoides","Anonymous occasional","G.F. Hrusa checklists",1979-01-01,1979,,,,,,,"San Luis Obispo","35.0028","-120.618","Coastal Dunes; Hwy 1 south from Oceano, 5 miles to Oso Flaco Lake.",
"xr325470","Artemisia douglasiana","Anonymous occasional","G.F. Hrusa checklists",1979-01-01,1979,,,,,,,"San Luis Obispo","35.0028","-120.618","Coastal Dunes; Hwy 1 south from Oceano, 5 miles to Oso Flaco Lake.",
"gr6941","Artemisia douglasiana","Bickford, Charisse","G.F. Hrusa checklists",1979-01-01,1979,,"x",,,,"Public Land","Monterey","36.0769","-121.5892","Landels-Hill Big Creek Reserve Santa Lucia Mountains; Approx. 45 m. S of Monterey on Hwy 1 at Big Creek.",
"wb908-171","Elymus triticoides","staff","UCLA Herbarium",1979-03-01,1979,,,,,,"Other / Unknown","Los Angeles","34.12075648","-118.82364451",,
"wb908-178","Elymus triticoides","staff","UCLA Herbarium",1979-03-01,1979,,,,,,"Other / Unknown","Los Angeles","34.12487719","-118.81939597",,
"wb908-185","Elymus triticoides","staff","UCLA Herbarium",1979-03-01,1979,,,,,,"Other / Unknown","Los Angeles","34.12906574","-118.81054009",,
"gr5139","Elymus triticoides","Bob Muns","Tom Chester",1980-01-01,1980,,"x",,,,"Public Land","Los Angeles","34.1943","-118.087","Mt. Wilson Toll Road, San Gabriel Mountains",
"casp9","Elymus triticoides","Ripley, 1980","California State Parks",1980-01-01,1980,,"x",,,,"State Government","Marin","37.86183","-122.43099","Angel Island SP",
"xr325479","Artemisia douglasiana","Knight, Walter","G.F. Hrusa checklists",1980-01-01,1980,,,,,,,"Contra Costa","38.03333","-121.86667","Sacramento River Delta; Accessible by boat from Port of Stockton.",
"gr5139","Artemisia douglasiana","Bob Muns","Tom Chester",1980-01-01,1980,,"x",,,,"Public Land","Los Angeles","34.1943","-118.087","Mt. Wilson Toll Road, San Gabriel Mountains",
"casp9","Artemisia douglasiana","Ripley, 1980","California State Parks",1980-01-01,1980,,"x",,,,"State Government","Marin","37.86183","-122.43099","Angel Island SP",
"wb888-113","Artemisia douglasiana","staff","UCLA Herbarium",1980-04-01,1980,,,,,,"Other / Unknown","Los Angeles","34.1468944","-118.6322394","W of Val Mar Rd and 0.8 mi SSE of Ventura Frwy x Mulholland Dr",
"wb912-129","Elymus triticoides","staff","UCLA Herbarium",1980-04-12,1980,,,,,,"Other / Unknown","Los Angeles","34.05204286","-118.77450347","2.5 to 7.5 mi N of Malibu Vista",
"wb891-156","Artemisia douglasiana","staff","UCLA Herbarium",1980-04-12,1980,,,,,,"Other / Unknown","Los Angeles","34.05204286","-118.77450347","2.5 to 7.5 mi N of Malibu Vista",
"wb889-156","Artemisia douglasiana","staff","UCLA Herbarium",1980-04-17,1980,,,,,,"Other / Unknown","Los Angeles","34.13246698","-118.82443835","Lindero Canyon Road Landfill, SE of intersection Lindero Canyon Rd and Ridgeford Dr, below Westlake Reservoir",
"jgr21656","Artemisia douglasiana","Jeff Greenhouse",,1980-08-09,1980,,,,,,"Other / Unknown","Solano","38.0825","-121.85","Collinsville",
"wb907-249","Elymus triticoides","staff","UCLA Herbarium",1981-01-01,1981,,,,,,"Other / Unknown","Los Angeles","34.13141103","-118.80435509","Triunfo Canyon",
"wb908-2","Elymus triticoides","staff","UCLA Herbarium",1981-01-01,1981,,,,,,"Other / Unknown","Los Angeles","34.13371234","-118.80115087","Triunfo Canyon",
"casp31","Elymus triticoides","Trumbly and Agonzino, 1981","California State Parks",1981-01-01,1981,,"x",,,,"State Government","San Diego","32.93387","-116.57409","Cuyamaca Rancho SP",
"gr6528","Elymus triticoides","Howald, Ann","G.F. Hrusa checklists",1981-01-01,1981,,"x",,,,"Other / Unknown","Mono","37.61667","-118.98333","Valentine Eastern Sierra Preserve Mammoth Lakes Region",
"xr325485","Artemisia douglasiana","Van der Werff, Henk","G.F. Hrusa checklists",1981-01-01,1981,,,,,,,"San Diego","32.83333","-116.55","Cleveland National Forest; Pine Valley, N I-8 immed. W of Hwy. S1.",
"casp31","Artemisia douglasiana","Trumbly and Agonzino, 1981","California State Parks",1981-01-01,1981,,"x",,,,"State Government","San Diego","32.93387","-116.57409","Cuyamaca Rancho SP",
"wb909-226","Elymus triticoides","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.05979975","-118.7364737","Corral Canyon",
"wb909-260","Elymus triticoides","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.06049038","-118.71942347","Mesa Peak",
"wb910-29","Elymus triticoides","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.04922179","-118.71919577","Puerco Canyon",
"wb910-62","Elymus triticoides","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.05119357","-118.73927723","Corral Canyon",
"wb910-63","Elymus triticoides","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.05119357","-118.73927723","Corral Canyon",
"wb910-96","Elymus triticoides","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.05126245","-118.73440365","Corral Canyon",
"wb910-97","Elymus triticoides","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.05126245","-118.73440365","Corral Canyon",
"wb910-131","Elymus triticoides","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.05133876","-118.72898854","Puerco Canyon",
"wb910-165","Elymus triticoides","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.04420293","-118.72342737","Puerco Canyon",
"wb910-199","Elymus triticoides","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.05141482","-118.72357342","Puerco Canyon",
"wb910-233","Elymus triticoides","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.04397407","-118.73967132","Corral Canyon",
"wb910-266","Elymus triticoides","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.04405059","-118.73425669","Corral Canyon",
"wb911-12","Elymus triticoides","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.04412688","-118.72884204","Puerco Canyon",
"wb911-13","Elymus triticoides","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.04412688","-118.72884204","Puerco Canyon",
"wb889-260","Artemisia douglasiana","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.05979975","-118.7364737","Corral Canyon",
"wb890-17","Artemisia douglasiana","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.06049038","-118.71942347","Mesa Peak",
"wb890-37","Artemisia douglasiana","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.04922179","-118.71919577","Puerco Canyon",
"wb890-57","Artemisia douglasiana","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.05119357","-118.73927723","Corral Canyon",
"wb890-77","Artemisia douglasiana","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.05126245","-118.73440365","Corral Canyon",
"wb890-97","Artemisia douglasiana","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.05133876","-118.72898854","Puerco Canyon",
"wb890-117","Artemisia douglasiana","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.04420293","-118.72342737","Puerco Canyon",
"wb890-137","Artemisia douglasiana","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.05141482","-118.72357342","Puerco Canyon",
"wb890-157","Artemisia douglasiana","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.04397407","-118.73967132","Corral Canyon",
"wb890-177","Artemisia douglasiana","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.04405059","-118.73425669","Corral Canyon",
"wb890-197","Artemisia douglasiana","staff","UCLA Herbarium",1981-04-01,1981,,,,,,"Other / Unknown","Los Angeles","34.04412688","-118.72884204","Puerco Canyon",
"wb909-196","Elymus triticoides","staff","UCLA Herbarium",1981-08-01,1981,,,,,,"Other / Unknown","Los Angeles","34.11377491","-118.68093095","ca 1.5 mi NE of the intersection of Stokes Canyon Rd and Mulholland Hwy",
"gr14129","Elymus triticoides","staff","The Nature Conservancy",1981-08-20,1981,,"x",,,,"Private Landowner","Sonoma","38.3389","-122.5976","FAIRFIELD OSBORN PRESERVE",
"gr14129","Artemisia douglasiana","staff","The Nature Conservancy",1981-08-20,1981,,"x",,,,"Private Landowner","Sonoma","38.3389","-122.5976","FAIRFIELD OSBORN PRESERVE",
"wb908-158","Elymus triticoides","staff","UCLA Herbarium",1982-01-01,1982,,,,,,"Other / Unknown","Los Angeles","34.03899054","-118.89392221","0.1 mi E of Decker Road on Pacific Coast Hwy",
"wb908-159","Elymus triticoides","staff","UCLA Herbarium",1982-01-01,1982,,,,,,"Other / Unknown","Los Angeles","34.03884011","-118.88904464","0.1 mi W of Encinal Canyon Rd on Pacific Coast Hwy",
"wb908-160","Elymus triticoides","staff","UCLA Herbarium",1982-01-01,1982,,,,,,"Other / Unknown","Los Angeles","34.03834639","-118.87711898","0.5 mi E of Encinal Canyon Rd on Pacific Coast Hwy",
"wb909-19","Elymus triticoides","staff","UCLA Herbarium",1982-01-01,1982,,,,,,"Other / Unknown","Los Angeles","34.1414099","-118.73624505","Rancho Palo Comado",
"wb909-36","Elymus triticoides","staff","UCLA Herbarium",1982-01-01,1982,,,,,,"Other / Unknown","Los Angeles","34.15042457","-118.73642964","Rancho Palo Comado",
"wb909-51","Elymus triticoides","staff","UCLA Herbarium",1982-01-01,1982,,,,,,"Other / Unknown","Los Angeles","34.15409936","-118.73162402","Rancho Palo Comado",
"wb909-65","Elymus triticoides","staff","UCLA Herbarium",1982-01-01,1982,,,,,,"Other / Unknown","Los Angeles","34.15952345","-118.73065012","Rancho Palo Comado",
"wb909-82","Elymus triticoides","staff","UCLA Herbarium",1982-01-01,1982,,,,,,"Other / Unknown","Los Angeles","34.15959215","-118.7257703","Rancho Palo Comado",
"wb909-100","Elymus triticoides","staff","UCLA Herbarium",1982-01-01,1982,,,,,,"Other / Unknown","Los Angeles","34.13919453","-118.73348857","Rancho Palo Comado",
"wb909-117","Elymus triticoides","staff","UCLA Herbarium",1982-01-01,1982,,,,,,"Other / Unknown","Los Angeles","34.15778921","-118.72573359","Rancho Palo Comado",
"ce200","Elymus triticoides","Bob Muns","Tom Chester",1982-01-01,1982,,"x",,,,"Public Land","Los Angeles","33.977602","-117.93085","Skyline Trail, Puente Hille",
"casp87","Elymus triticoides","Finney, 1982","California State Parks",1982-01-01,1982,,"x",,,,"State Government","Ventura","34.20092","-119.24746","Mandalay SB",
"wb890-211","Artemisia douglasiana","staff","UCLA Herbarium",1982-01-15,1982,,,,,,"Other / Unknown","Los Angeles","34.1052027","-118.35283181","S of Mulholland Dr, N of Hillside Ave., W of Outpost Dr, and E of Nichols Cyn Rd.",
"wb890-215","Artemisia douglasiana","staff","UCLA Herbarium",1982-01-15,1982,,,,,,"Other / Unknown","Los Angeles","34.11014963","-118.35399474","S of Mulholland Dr, N of Hillside Ave., W of Outpost Dr, and E of Nichols Cyn Rd.",
"gr14186","Elymus triticoides","staff","The Nature Conservancy",1983-01-01,1983,,"x",,,,"Private Land Trust","Sutter","39.2299995","-121.8300018","Sutter Buttes",
"xr331269","Elymus triticoides","Fletcher, Martin","G.F. Hrusa checklists",1983-01-01,1983,,,,,,,"Santa Barbara","34.46667","-120.33333","Santa Ynez Mountains; 25m. W Sta. Barbara, & W of Hwy. 1 btwn. Gaviota St. Pk. & Pt. Conception.",
"gr5137","Elymus triticoides","Bob Muns","Tom Chester",1983-01-01,1983,,"x",,,,"Public Land","Los Angeles","34.1002","-118.735","Malibu Creek State Park",
